Date,Asset,Raw_Close
2020-02-03,AVUV,49.82400131225586
2020-02-04,AVUV,50.465999603271484
2020-02-05,AVUV,51.83000183105469
2020-02-06,AVUV,51.50199890136719
2020-02-07,AVUV,50.74100112915039
2020-02-10,AVUV,50.632999420166016
2020-02-11,AVUV,51.23500061035156
2020-02-12,AVUV,51.715999603271484
2020-02-13,AVUV,51.68199920654297
2020-02-14,AVUV,51.3129997253418
2020-02-18,AVUV,50.89699935913086
2020-02-19,AVUV,51.38800048828125
2020-02-20,AVUV,51.68600082397461
2020-02-21,AVUV,50.99399948120117
2020-02-24,AVUV,49.104000091552734
2020-02-25,AVUV,47.15999984741211
2020-02-26,AVUV,46.15700149536133
2020-02-27,AVUV,44.49700164794922
2020-02-28,AVUV,43.93000030517578
2020-03-02,AVUV,44.900001525878906
2020-03-03,AVUV,43.60499954223633
2020-03-04,AVUV,44.57400131225586
2020-03-05,AVUV,42.303001403808594
2020-03-06,AVUV,41.36399841308594
2020-03-09,AVUV,36.47999954223633
2020-03-10,AVUV,37.709999084472656
2020-03-11,AVUV,35.290000915527344
2020-03-12,AVUV,31.34000015258789
2020-03-13,AVUV,34.119998931884766
2020-03-16,AVUV,29.790000915527344
2020-03-17,AVUV,31.25
2020-03-18,AVUV,27.5
2020-03-19,AVUV,29.22100067138672
2020-03-20,AVUV,27.95199966430664
2020-03-23,AVUV,27.469999313354492
2020-03-24,AVUV,30.290000915527344
2020-03-25,AVUV,30.790000915527344
2020-03-26,AVUV,32.25
2020-03-27,AVUV,30.73900032043457
2020-03-30,AVUV,31.1200008392334
2020-03-31,AVUV,31.1299991607666
2020-04-01,AVUV,29.030000686645508
2020-04-02,AVUV,29.291000366210938
2020-04-03,AVUV,28.520000457763672
2020-04-06,AVUV,30.969999313354492
2020-04-07,AVUV,31.65999984741211
2020-04-08,AVUV,33.20000076293945
2020-04-09,AVUV,34.88999938964844
2020-04-13,AVUV,33.79999923706055
2020-04-14,AVUV,33.9370002746582
2020-04-15,AVUV,32.165000915527344
2020-04-16,AVUV,31.709999084472656
2020-04-17,AVUV,33.512001037597656
2020-04-20,AVUV,32.84400177001953
2020-04-21,AVUV,32.29199981689453
2020-04-22,AVUV,32.507999420166016
2020-04-23,AVUV,33.119998931884766
2020-04-24,AVUV,33.529998779296875
2020-04-27,AVUV,35.31100082397461
2020-04-28,AVUV,36.25
2020-04-29,AVUV,38.849998474121094
2020-04-30,AVUV,37.52000045776367
2020-05-01,AVUV,35.56999969482422
2020-05-04,AVUV,35.630001068115234
2020-05-05,AVUV,35.36000061035156
2020-05-06,AVUV,34.63999938964844
2020-05-07,AVUV,35.27000045776367
2020-05-08,AVUV,37.20600128173828
2020-05-11,AVUV,36.439998626708984
2020-05-12,AVUV,34.869998931884766
2020-05-13,AVUV,33.290000915527344
2020-05-14,AVUV,33.56999969482422
2020-05-15,AVUV,33.970001220703125
2020-05-18,AVUV,37.02000045776367
2020-05-19,AVUV,36.11000061035156
2020-05-20,AVUV,37.36000061035156
2020-05-21,AVUV,37.61000061035156
2020-05-22,AVUV,37.560001373291016
2020-05-26,AVUV,39.47999954223633
2020-05-27,AVUV,41.439998626708984
2020-05-28,AVUV,39.880001068115234
2020-05-29,AVUV,39.369998931884766
2020-06-01,AVUV,39.86000061035156
2020-06-02,AVUV,40.59000015258789
2020-06-03,AVUV,42.279998779296875
2020-06-04,AVUV,43.18000030517578
2020-06-05,AVUV,45.422000885009766
2020-06-08,AVUV,47.099998474121094
2020-06-09,AVUV,45.4630012512207
2020-06-10,AVUV,43.310001373291016
2020-06-11,AVUV,39.31999969482422
2020-06-12,AVUV,40.720001220703125
2020-06-15,AVUV,41.349998474121094
2020-06-16,AVUV,42.61000061035156
2020-06-17,AVUV,41.470001220703125
2020-06-18,AVUV,41.32400131225586
2020-06-19,AVUV,40.81999969482422
2020-06-22,AVUV,40.959999084472656
2020-06-23,AVUV,40.90999984741211
2020-06-24,AVUV,39.150001525878906
2020-06-25,AVUV,39.65999984741211
2020-06-26,AVUV,38.35599899291992
2020-06-29,AVUV,39.93000030517578
2020-06-30,AVUV,40.5099983215332
2020-07-01,AVUV,39.529998779296875
2020-07-02,AVUV,39.869998931884766
2020-07-06,AVUV,40.45000076293945
2020-07-07,AVUV,39.36000061035156
2020-07-08,AVUV,39.75
2020-07-09,AVUV,38.44900131225586
2020-07-10,AVUV,39.63999938964844
2020-07-13,AVUV,39.2599983215332
2020-07-14,AVUV,39.970001220703125
2020-07-15,AVUV,41.779998779296875
2020-07-16,AVUV,41.61000061035156
2020-07-17,AVUV,41.2400016784668
2020-07-20,AVUV,40.68000030517578
2020-07-21,AVUV,42.08000183105469
2020-07-22,AVUV,41.97999954223633
2020-07-23,AVUV,42.439998626708984
2020-07-24,AVUV,41.992000579833984
2020-07-27,AVUV,42.13999938964844
2020-07-28,AVUV,41.779998779296875
2020-07-29,AVUV,42.7400016784668
2020-07-30,AVUV,42.18000030517578
2020-07-31,AVUV,41.599998474121094
2020-08-03,AVUV,42.290000915527344
2020-08-04,AVUV,42.689998626708984
2020-08-05,AVUV,43.68000030517578
2020-08-06,AVUV,43.52000045776367
2020-08-07,AVUV,44.5
2020-08-10,AVUV,45.54999923706055
2020-08-11,AVUV,45.810001373291016
2020-08-12,AVUV,46.13999938964844
2020-08-13,AVUV,45.595001220703125
2020-08-14,AVUV,46.0
2020-08-17,AVUV,45.84000015258789
2020-08-18,AVUV,45.130001068115234
2020-08-19,AVUV,45.10499954223633
2020-08-20,AVUV,44.540000915527344
2020-08-21,AVUV,44.15999984741211
2020-08-24,AVUV,45.349998474121094
2020-08-25,AVUV,45.40999984741211
2020-08-26,AVUV,44.974998474121094
2020-08-27,AVUV,45.42499923706055
2020-08-28,AVUV,45.77000045776367
2020-08-31,AVUV,45.060001373291016
2020-09-01,AVUV,45.68000030517578
2020-09-02,AVUV,46.0099983215332
2020-09-03,AVUV,45.02000045776367
2020-09-04,AVUV,45.21200180053711
2020-09-08,AVUV,44.099998474121094
2020-09-09,AVUV,44.529998779296875
2020-09-10,AVUV,43.88399887084961
2020-09-11,AVUV,43.81999969482422
2020-09-14,AVUV,44.766998291015625
2020-09-15,AVUV,44.58000183105469
2020-09-16,AVUV,45.09000015258789
2020-09-17,AVUV,44.96500015258789
2020-09-18,AVUV,44.709999084472656
2020-09-21,AVUV,42.810001373291016
2020-09-22,AVUV,42.7400016784668
2020-09-23,AVUV,41.51100158691406
2020-09-24,AVUV,41.62099838256836
2020-09-25,AVUV,41.81999969482422
2020-09-28,AVUV,43.27000045776367
2020-09-29,AVUV,42.650001525878906
2020-09-30,AVUV,42.81999969482422
2020-10-01,AVUV,43.27000045776367
2020-10-02,AVUV,44.290000915527344
2020-10-05,AVUV,45.599998474121094
2020-10-06,AVUV,45.310001373291016
2020-10-07,AVUV,46.45000076293945
2020-10-08,AVUV,47.310001373291016
2020-10-09,AVUV,47.29999923706055
2020-10-12,AVUV,47.58000183105469
2020-10-13,AVUV,46.95000076293945
2020-10-14,AVUV,46.79999923706055
2020-10-15,AVUV,47.470001220703125
2020-10-16,AVUV,47.06999969482422
2020-10-19,AVUV,46.560001373291016
2020-10-20,AVUV,47.06999969482422
2020-10-21,AVUV,46.77000045776367
2020-10-22,AVUV,47.58300018310547
2020-10-23,AVUV,48.06999969482422
2020-10-26,AVUV,46.790000915527344
2020-10-27,AVUV,45.93000030517578
2020-10-28,AVUV,44.400001525878906
2020-10-29,AVUV,45.13999938964844
2020-10-30,AVUV,44.83000183105469
2020-11-02,AVUV,45.869998931884766
2020-11-03,AVUV,47.0
2020-11-04,AVUV,46.060001373291016
2020-11-05,AVUV,47.4900016784668
2020-11-06,AVUV,46.7599983215332
2020-11-09,AVUV,49.63999938964844
2020-11-10,AVUV,51.0
2020-11-11,AVUV,50.4900016784668
2020-11-12,AVUV,49.29999923706055
2020-11-13,AVUV,50.7400016784668
2020-11-16,AVUV,52.41999816894531
2020-11-17,AVUV,52.849998474121094
2020-11-18,AVUV,52.27000045776367
2020-11-19,AVUV,52.709999084472656
2020-11-20,AVUV,52.34000015258789
2020-11-23,AVUV,53.970001220703125
2020-11-24,AVUV,55.65999984741211
2020-11-25,AVUV,55.0099983215332
2020-11-27,AVUV,54.779998779296875
2020-11-30,AVUV,53.05400085449219
2020-12-01,AVUV,53.90999984741211
2020-12-02,AVUV,54.38999938964844
2020-12-03,AVUV,54.939998626708984
2020-12-04,AVUV,56.5260009765625
2020-12-07,AVUV,56.119998931884766
2020-12-08,AVUV,56.41999816894531
2020-12-09,AVUV,56.4900016784668
2020-12-10,AVUV,56.869998931884766
2020-12-11,AVUV,56.2599983215332
2020-12-14,AVUV,55.66999816894531
2020-12-15,AVUV,57.189998626708984
2020-12-16,AVUV,56.869998931884766
2020-12-17,AVUV,56.95000076293945
2020-12-18,AVUV,56.56999969482422
2020-12-21,AVUV,56.2400016784668
2020-12-22,AVUV,56.08000183105469
2020-12-23,AVUV,57.18000030517578
2020-12-24,AVUV,57.02000045776367
2020-12-28,AVUV,57.029998779296875
2020-12-29,AVUV,56.220001220703125
2020-12-30,AVUV,56.869998931884766
2020-12-31,AVUV,56.84000015258789
2021-01-04,AVUV,56.310001373291016
2021-01-05,AVUV,57.810001373291016
2021-01-06,AVUV,61.04999923706055
2021-01-07,AVUV,61.72999954223633
2021-01-08,AVUV,60.91999816894531
2021-01-11,AVUV,61.400001525878906
2021-01-12,AVUV,63.040000915527344
2021-01-13,AVUV,62.17900085449219
2021-01-14,AVUV,63.650001525878906
2021-01-15,AVUV,62.5099983215332
2021-01-19,AVUV,63.029998779296875
2021-01-20,AVUV,63.31999969482422
2021-01-21,AVUV,62.47999954223633
2021-01-22,AVUV,63.060001373291016
2021-01-25,AVUV,62.7599983215332
2021-01-26,AVUV,62.20000076293945
2021-01-27,AVUV,61.439998626708984
2021-01-28,AVUV,61.16999816894531
2021-01-29,AVUV,59.77000045776367
2021-02-01,AVUV,61.189998626708984
2021-02-02,AVUV,61.93000030517578
2021-02-03,AVUV,62.75
2021-02-04,AVUV,63.970001220703125
2021-02-05,AVUV,64.44999694824219
2021-02-08,AVUV,66.25
2021-02-09,AVUV,66.19999694824219
2021-02-10,AVUV,66.37000274658203
2021-02-11,AVUV,66.12999725341797
2021-02-12,AVUV,66.66000366210938
2021-02-16,AVUV,67.19999694824219
2021-02-17,AVUV,66.86000061035156
2021-02-18,AVUV,65.47000122070312
2021-02-19,AVUV,67.0
2021-02-22,AVUV,68.22000122070312
2021-02-23,AVUV,68.30999755859375
2021-02-24,AVUV,70.12000274658203
2021-02-25,AVUV,68.30999755859375
2021-02-26,AVUV,67.66000366210938
2021-03-01,AVUV,69.88999938964844
2021-03-02,AVUV,69.0999984741211
2021-03-03,AVUV,69.98999786376953
2021-03-04,AVUV,69.12000274658203
2021-03-05,AVUV,71.16999816894531
2021-03-08,AVUV,72.6500015258789
2021-03-09,AVUV,72.43000030517578
2021-03-10,AVUV,74.2300033569336
2021-03-11,AVUV,75.13999938964844
2021-03-12,AVUV,75.93000030517578
2021-03-15,AVUV,76.0
2021-03-16,AVUV,74.68000030517578
2021-03-17,AVUV,75.33999633789062
2021-03-18,AVUV,73.6500015258789
2021-03-19,AVUV,74.0199966430664
2021-03-22,AVUV,72.75
2021-03-23,AVUV,69.44000244140625
2021-03-24,AVUV,68.88999938964844
2021-03-25,AVUV,70.86000061035156
2021-03-26,AVUV,72.83000183105469
2021-03-29,AVUV,70.83000183105469
2021-03-30,AVUV,72.12000274658203
2021-03-31,AVUV,72.20999908447266
2021-04-01,AVUV,73.19999694824219
2021-04-05,AVUV,73.48999786376953
2021-04-06,AVUV,73.22000122070312
2021-04-07,AVUV,72.72000122070312
2021-04-08,AVUV,72.72000122070312
2021-04-09,AVUV,72.94999694824219
2021-04-12,AVUV,73.16000366210938
2021-04-13,AVUV,72.27999877929688
2021-04-14,AVUV,73.38999938964844
2021-04-15,AVUV,73.45999908447266
2021-04-16,AVUV,73.91999816894531
2021-04-19,AVUV,73.47000122070312
2021-04-20,AVUV,71.1500015258789
2021-04-21,AVUV,72.54000091552734
2021-04-22,AVUV,72.01000213623047
2021-04-23,AVUV,73.63999938964844
2021-04-26,AVUV,73.9000015258789
2021-04-27,AVUV,74.41000366210938
2021-04-28,AVUV,74.88999938964844
2021-04-29,AVUV,75.11000061035156
2021-04-30,AVUV,73.9000015258789
2021-05-03,AVUV,75.47000122070312
2021-05-04,AVUV,75.52999877929688
2021-05-05,AVUV,76.26000213623047
2021-05-06,AVUV,76.69000244140625
2021-05-07,AVUV,77.70999908447266
2021-05-10,AVUV,76.72000122070312
2021-05-11,AVUV,76.0999984741211
2021-05-12,AVUV,73.79000091552734
2021-05-13,AVUV,75.26000213623047
2021-05-14,AVUV,77.26000213623047
2021-05-17,AVUV,78.0
2021-05-18,AVUV,76.76000213623047
2021-05-19,AVUV,75.8499984741211
2021-05-20,AVUV,75.5999984741211
2021-05-21,AVUV,76.08999633789062
2021-05-24,AVUV,76.20999908447266
2021-05-25,AVUV,74.81999969482422
2021-05-26,AVUV,76.43000030517578
2021-05-27,AVUV,77.61000061035156
2021-05-28,AVUV,77.4800033569336
2021-06-01,AVUV,78.94000244140625
2021-06-02,AVUV,78.54000091552734
2021-06-03,AVUV,78.30000305175781
2021-06-04,AVUV,78.31999969482422
2021-06-07,AVUV,78.52999877929688
2021-06-08,AVUV,79.29000091552734
2021-06-09,AVUV,78.43000030517578
2021-06-10,AVUV,77.5
2021-06-11,AVUV,78.4000015258789
2021-06-14,AVUV,77.31999969482422
2021-06-15,AVUV,77.83999633789062
2021-06-16,AVUV,77.56999969482422
2021-06-17,AVUV,75.05000305175781
2021-06-18,AVUV,73.16999816894531
2021-06-21,AVUV,75.41999816894531
2021-06-22,AVUV,75.43000030517578
2021-06-23,AVUV,75.69000244140625
2021-06-24,AVUV,76.87999725341797
2021-06-25,AVUV,77.13999938964844
2021-06-28,AVUV,75.6500015258789
2021-06-29,AVUV,75.41000366210938
2021-06-30,AVUV,76.0
2021-07-01,AVUV,76.87000274658203
2021-07-02,AVUV,76.0
2021-07-06,AVUV,74.20999908447266
2021-07-07,AVUV,73.88999938964844
2021-07-08,AVUV,72.97000122070312
2021-07-09,AVUV,75.20999908447266
2021-07-12,AVUV,75.4800033569336
2021-07-13,AVUV,74.11000061035156
2021-07-14,AVUV,73.30999755859375
2021-07-15,AVUV,72.81999969482422
2021-07-16,AVUV,71.25
2021-07-19,AVUV,69.45999908447266
2021-07-20,AVUV,71.43499755859375
2021-07-21,AVUV,72.95999908447266
2021-07-22,AVUV,71.69999694824219
2021-07-23,AVUV,72.1500015258789
2021-07-26,AVUV,72.98999786376953
2021-07-27,AVUV,72.2699966430664
2021-07-28,AVUV,72.95999908447266
2021-07-29,AVUV,73.87000274658203
2021-07-30,AVUV,73.38999938964844
2021-08-02,AVUV,72.8499984741211
2021-08-03,AVUV,73.66999816894531
2021-08-04,AVUV,72.04000091552734
2021-08-05,AVUV,73.19999694824219
2021-08-06,AVUV,74.27999877929688
2021-08-09,AVUV,73.76000213623047
2021-08-10,AVUV,75.02999877929688
2021-08-11,AVUV,76.0199966430664
2021-08-12,AVUV,75.73999786376953
2021-08-13,AVUV,74.9800033569336
2021-08-16,AVUV,74.41000366210938
2021-08-17,AVUV,73.25
2021-08-18,AVUV,72.47000122070312
2021-08-19,AVUV,71.47000122070312
2021-08-20,AVUV,72.5199966430664
2021-08-23,AVUV,73.56999969482422
2021-08-24,AVUV,74.43000030517578
2021-08-25,AVUV,74.95999908447266
2021-08-26,AVUV,74.01000213623047
2021-08-27,AVUV,76.19000244140625
2021-08-30,AVUV,75.62000274658203
2021-08-31,AVUV,75.5
2021-09-01,AVUV,75.69000244140625
2021-09-02,AVUV,76.0999984741211
2021-09-03,AVUV,75.78900146484375
2021-09-07,AVUV,75.16000366210938
2021-09-08,AVUV,74.2699966430664
2021-09-09,AVUV,74.44000244140625
2021-09-10,AVUV,73.88999938964844
2021-09-13,AVUV,74.66999816894531
2021-09-14,AVUV,73.45999908447266
2021-09-15,AVUV,74.81999969482422
2021-09-16,AVUV,74.44000244140625
2021-09-17,AVUV,74.19999694824219
2021-09-20,AVUV,72.68000030517578
2021-09-21,AVUV,72.33999633789062
2021-09-22,AVUV,73.5199966430664
2021-09-23,AVUV,75.19999694824219
2021-09-24,AVUV,75.4000015258789
2021-09-27,AVUV,77.76000213623047
2021-09-28,AVUV,76.8499984741211
2021-09-29,AVUV,76.9800033569336
2021-09-30,AVUV,75.61000061035156
2021-10-01,AVUV,77.12000274658203
2021-10-04,AVUV,77.5199966430664
2021-10-05,AVUV,77.79000091552734
2021-10-06,AVUV,76.94999694824219
2021-10-07,AVUV,78.23999786376953
2021-10-08,AVUV,78.19999694824219
2021-10-11,AVUV,77.72000122070312
2021-10-12,AVUV,77.83999633789062
2021-10-13,AVUV,77.72000122070312
2021-10-14,AVUV,78.5999984741211
2021-10-15,AVUV,78.63999938964844
2021-10-18,AVUV,79.05999755859375
2021-10-19,AVUV,78.95999908447266
2021-10-20,AVUV,79.86000061035156
2021-10-21,AVUV,79.63999938964844
2021-10-22,AVUV,79.98999786376953
2021-10-25,AVUV,81.01000213623047
2021-10-26,AVUV,79.9800033569336
2021-10-27,AVUV,77.8499984741211
2021-10-28,AVUV,78.98999786376953
2021-10-29,AVUV,78.66000366210938
2021-11-01,AVUV,80.87999725341797
2021-11-02,AVUV,80.63999938964844
2021-11-03,AVUV,82.3499984741211
2021-11-04,AVUV,82.04000091552734
2021-11-05,AVUV,83.58000183105469
2021-11-08,AVUV,83.87000274658203
2021-11-09,AVUV,83.70999908447266
2021-11-10,AVUV,82.58999633789062
2021-11-11,AVUV,83.62999725341797
2021-11-12,AVUV,83.63999938964844
2021-11-15,AVUV,83.58999633789062
2021-11-16,AVUV,83.7300033569336
2021-11-17,AVUV,82.47000122070312
2021-11-18,AVUV,82.6500015258789
2021-11-19,AVUV,81.41000366210938
2021-11-22,AVUV,82.29000091552734
2021-11-23,AVUV,82.93000030517578
2021-11-24,AVUV,82.56999969482422
2021-11-26,AVUV,79.19999694824219
2021-11-29,AVUV,79.06999969482422
2021-11-30,AVUV,77.0199966430664
2021-12-01,AVUV,75.63999938964844
2021-12-02,AVUV,77.75
2021-12-03,AVUV,76.83000183105469
2021-12-06,AVUV,78.52999877929688
2021-12-07,AVUV,79.83999633789062
2021-12-08,AVUV,80.05999755859375
2021-12-09,AVUV,79.19000244140625
2021-12-10,AVUV,79.43000030517578
2021-12-13,AVUV,77.66000366210938
2021-12-14,AVUV,77.41000366210938
2021-12-15,AVUV,78.16000366210938
2021-12-16,AVUV,76.9000015258789
2021-12-17,AVUV,76.45999908447266
2021-12-20,AVUV,75.12000274658203
2021-12-21,AVUV,77.44999694824219
2021-12-22,AVUV,78.16000366210938
2021-12-23,AVUV,78.47000122070312
2021-12-27,AVUV,79.91000366210938
2021-12-28,AVUV,79.75
2021-12-29,AVUV,80.13999938964844
2021-12-30,AVUV,79.62000274658203
2021-12-31,AVUV,79.73999786376953
2022-01-03,AVUV,80.80999755859375
2022-01-04,AVUV,82.2300033569336
2022-01-05,AVUV,80.41999816894531
2022-01-06,AVUV,81.58999633789062
2022-01-07,AVUV,81.20999908447266
2022-01-10,AVUV,80.94000244140625
2022-01-11,AVUV,81.80999755859375
2022-01-12,AVUV,81.9000015258789
2022-01-13,AVUV,82.0
2022-01-14,AVUV,82.38999938964844
2022-01-18,AVUV,80.56999969482422
2022-01-19,AVUV,79.19999694824219
2022-01-20,AVUV,77.2300033569336
2022-01-21,AVUV,75.9000015258789
2022-01-24,AVUV,77.81999969482422
2022-01-25,AVUV,77.5199966430664
2022-01-26,AVUV,76.4000015258789
2022-01-27,AVUV,75.31999969482422
2022-01-28,AVUV,76.11000061035156
2022-01-31,AVUV,77.2300033569336
2022-02-01,AVUV,78.68000030517578
2022-02-02,AVUV,78.48999786376953
2022-02-03,AVUV,77.58999633789062
2022-02-04,AVUV,77.61000061035156
2022-02-07,AVUV,77.66999816894531
2022-02-08,AVUV,78.91000366210938
2022-02-09,AVUV,79.70999908447266
2022-02-10,AVUV,78.8499984741211
2022-02-11,AVUV,78.62999725341797
2022-02-14,AVUV,78.12999725341797
2022-02-15,AVUV,79.7699966430664
2022-02-16,AVUV,79.88999938964844
2022-02-17,AVUV,78.37000274658203
2022-02-18,AVUV,78.30000305175781
2022-02-22,AVUV,77.04000091552734
2022-02-23,AVUV,75.95999908447266
2022-02-24,AVUV,76.55000305175781
2022-02-25,AVUV,78.41000366210938
2022-02-28,AVUV,78.79000091552734
2022-03-01,AVUV,77.30999755859375
2022-03-02,AVUV,80.0
2022-03-03,AVUV,79.62000274658203
2022-03-04,AVUV,78.80999755859375
2022-03-07,AVUV,76.63999938964844
2022-03-08,AVUV,77.08000183105469
2022-03-09,AVUV,78.45999908447266
2022-03-10,AVUV,79.16000366210938
2022-03-11,AVUV,78.4800033569336
2022-03-14,AVUV,77.66000366210938
2022-03-15,AVUV,78.12999725341797
2022-03-16,AVUV,80.05000305175781
2022-03-17,AVUV,81.08999633789062
2022-03-18,AVUV,81.43000030517578
2022-03-21,AVUV,81.37999725341797
2022-03-22,AVUV,81.44999694824219
2022-03-23,AVUV,80.19999694824219
2022-03-24,AVUV,80.98999786376953
2022-03-25,AVUV,82.12000274658203
2022-03-28,AVUV,81.19000244140625
2022-03-29,AVUV,82.56999969482422
2022-03-30,AVUV,81.0999984741211
2022-03-31,AVUV,79.86000061035156
2022-04-01,AVUV,80.30999755859375
2022-04-04,AVUV,79.88999938964844
2022-04-05,AVUV,78.19000244140625
2022-04-06,AVUV,77.19999694824219
2022-04-07,AVUV,77.13999938964844
2022-04-08,AVUV,77.55000305175781
2022-04-11,AVUV,77.20999908447266
2022-04-12,AVUV,77.66000366210938
2022-04-13,AVUV,79.33000183105469
2022-04-14,AVUV,79.20999908447266
2022-04-18,AVUV,79.69999694824219
2022-04-19,AVUV,81.05000305175781
2022-04-20,AVUV,81.73999786376953
2022-04-21,AVUV,79.75
2022-04-22,AVUV,77.26000213623047
2022-04-25,AVUV,77.18000030517578
2022-04-26,AVUV,75.19999694824219
2022-04-27,AVUV,75.37000274658203
2022-04-28,AVUV,77.16000366210938
2022-04-29,AVUV,75.12999725341797
2022-05-02,AVUV,75.7300033569336
2022-05-03,AVUV,77.37000274658203
2022-05-04,AVUV,79.7300033569336
2022-05-05,AVUV,77.19999694824219
2022-05-06,AVUV,76.41999816894531
2022-05-09,AVUV,73.73999786376953
2022-05-10,AVUV,73.30999755859375
2022-05-11,AVUV,72.25
2022-05-12,AVUV,72.52999877929688
2022-05-13,AVUV,74.36000061035156
2022-05-16,AVUV,74.36000061035156
2022-05-17,AVUV,76.70999908447266
2022-05-18,AVUV,73.77999877929688
2022-05-19,AVUV,73.48999786376953
2022-05-20,AVUV,73.27999877929688
2022-05-23,AVUV,74.55000305175781
2022-05-24,AVUV,73.72000122070312
2022-05-25,AVUV,75.70999908447266
2022-05-26,AVUV,77.61000061035156
2022-05-27,AVUV,79.37999725341797
2022-05-31,AVUV,78.5
2022-06-01,AVUV,78.58000183105469
2022-06-02,AVUV,79.9800033569336
2022-06-03,AVUV,79.5199966430664
2022-06-06,AVUV,80.41999816894531
2022-06-07,AVUV,81.58000183105469
2022-06-08,AVUV,79.98999786376953
2022-06-09,AVUV,78.41999816894531
2022-06-10,AVUV,76.12999725341797
2022-06-13,AVUV,72.54000091552734
2022-06-14,AVUV,72.80999755859375
2022-06-15,AVUV,73.20999908447266
2022-06-16,AVUV,69.23999786376953
2022-06-17,AVUV,68.86000061035156
2022-06-21,AVUV,69.75
2022-06-22,AVUV,68.48999786376953
2022-06-23,AVUV,67.93000030517578
2022-06-24,AVUV,70.06999969482422
2022-06-27,AVUV,70.8499984741211
2022-06-28,AVUV,70.37000274658203
2022-06-29,AVUV,69.16999816894531
2022-06-30,AVUV,68.36000061035156
2022-07-01,AVUV,68.97000122070312
2022-07-05,AVUV,68.36000061035156
2022-07-06,AVUV,67.41999816894531
2022-07-07,AVUV,69.1500015258789
2022-07-08,AVUV,69.11000061035156
2022-07-11,AVUV,68.41000366210938
2022-07-12,AVUV,68.33000183105469
2022-07-13,AVUV,68.27999877929688
